0 |[(58, 1), (59, 1), (60, 1), (63, 1), (66, 1), (68, 1), (69, 1), (71, 1), (72, 1)]|
all |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
allbp |[(59, 1)]|
allhyp |[(59, 1)]|
allhypo |[(59, 1)]|
allow |[(60, 1)]|
allrep |[(59, 1)]|
along |[(60, 1)]|
alpha |[(62, 1)]|
also |[(55, 1), (60, 1), (62, 1), (64, 1), (70, 1)]|
altern |[(55, 1), (67, 1)]|
amino |[(62, 1)]|
among |[(60, 1)]|
an |[(55, 1), (57, 1), (60, 1), (62, 1), (64, 1), (70, 1)]|
anal |[(55, 1)]|
analys |[(57, 1), (71, 1)]|
analysi |[(57, 1), (60, 1)]|
analyt |[(71, 1)]|
and |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
andiri |[(64, 1)]|
andrea |[(57, 1), (62, 1)]|
angl |[(60, 1)]|
ani |[(55, 1), (57, 1)]|
anim |[(67, 1)]|
ann |[(57, 1), (59, 1)]|
anneal |[(60, 1), (64, 1)]|
anonym |[(65, 1)]|
anthoni |[(64, 1)]|
antoch |[(60, 1)]|
anywher |[(55, 1)]|
apach |[(58, 1), (59, 1), (63, 1), (66, 1), (68, 1), (69, 1)]|
apbc |[(57, 1)]|
appear |[(55, 1), (57, 1), (64, 1)]|
applic |[(55, 1), (56, 1)]|
apprentic |[(55, 1)]|
approach |[(57, 1), (62, 1), (64, 1)]|
approxim |[(57, 1), (70, 1)]|
aquat |[(67, 1)]|
ar_c |[(55, 1)]|
ar_u |[(55, 1)]|
archiv |[(58, 1), (59, 1), (61, 1), (63, 1), (65, 1), (66, 1), (68, 1), (69, 1)]|
are |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (70, 1), (71, 1), (72, 1)]|
area |[(55, 1), (56, 1), (57, 1), (60, 1), (62, 1), (67, 1), (71, 1)]|
arrang |[(60, 1)]|
arrythmia |[(70, 1)]|
articl |[(61, 1)]|
artif |[(55, 1)]|
artifici |[(55, 1), (57, 1), (62, 1), (64, 1)]|
as |[(55, 1), (57, 1), (60, 1), (64, 1), (67, 1), (70, 1)]|
associ |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
assum |[(55, 1)]|
assun |[(57, 1)]|
asymmetr |[(60, 1)]|
asymmetri |[(60, 1)]|
at |[(55, 1), (56, 1), (57, 1), (58, 1), (59, 1), (62, 1), (63, 1), (65, 1), (66, 1), (68, 1), (69, 1), (71, 1)]|
athitso |[(55, 1)]|
atla |[(67, 1)]|
atmospher |[(60, 1)]|
atom |[(67, 1)]|
attribut |[(55, 1), (56, 1), (57, 1), (60, 1), (62, 1), (64, 1), (67, 1), (70, 1), (71, 1)]|
audiolog |[(55, 1), (70, 1)]|
ausgefuhrt |[(55, 1)]|
australian |[(62, 1)]|
austrian |[(55, 1)]|
authent |[(56, 1)]|
autocorrel |[(67, 1)]|
automat |[(55, 1), (57, 1), (61, 1), (62, 1), (64, 1), (65, 1), (70, 1), (72, 1)]|
auxiliari |[(69, 1)]|
avail |[(56, 1), (60, 1), (65, 1)]|
avenu |[(57, 1)]|
axi |[(60, 1)]|
b |[(55, 1), (70, 1), (71, 1)]|
bach |[(70, 1)]|
background |[(60, 1)]|
backprop |[(57, 1)]|
bag |[(55, 1)]|
bakiri |[(55, 1)]|
ballabio |[(67, 1)]|
balloon |[(72, 1)]|
baltimor |[(62, 1)]|
bareiss |[(55, 1)]|
barri |[(57, 1)]|
base |[(55, 1), (57, 1), (60, 1), (64, 1), (67, 1)]|
baselin |[(65, 1)]|
bay |[(57, 1), (61, 1)]|
bay99 |[(65, 1)]|
bayesian |[(57, 1)]|
baylor |[(55, 1)]|
be |[(55, 1), (57, 1), (60, 1), (62, 1), (67, 1), (70, 1), (71, 1)]|
beam |[(57, 1)]|
beastream |[(56, 1)]|
becaus |[(64, 1)]|
becker |[(57, 1)]|
been |[(55, 1), (57, 1)]|
beliczynski |[(60, 1)]|
bell |[(70, 1)]|
bells_palsi |[(55, 1)]|
belong |[(65, 1)]|
below |[(57, 1), (60, 1), (61, 1), (64, 1), (65, 1), (70, 1), (72, 1)]|
bench |[(62, 1)]|
benchmark |[(62, 1), (65, 1)]|
bennett |[(65, 1)]|
bernard |[(55, 1)]|
bernhard |[(55, 1)]|
besid |[(64, 1)]|
best |[(62, 1), (64, 1)]|
beta |[(62, 1)]|
better |[(55, 1)]|
between |[(57, 1)]|
bhattacharya |[(57, 1)]|
bia |[(57, 1)]|
bicocca |[(67, 1)]|
bio |[(57, 1)]|
biochemistri |[(57, 1)]|
bioinformat |[(57, 1), (62, 1)]|
biokdd |[(62, 1)]|
biolog |[(57, 1), (62, 1)]|
biometr |[(56, 1)]|
bivari |[(60, 1)]|
black |[(72, 1)]|
blanket |[(57, 1)]|
blue |[(72, 1)]|
bm98 |[(65, 1)]|
bob |[(64, 1)]|
bock |[(60, 1)]|
bone |[(55, 1)]|
boneabnorm |[(55, 1)]|
boolean |[(55, 1)]|
boost |[(55, 1), (65, 1)]|
boston |[(55, 1)]|
both |[(62, 1)]|
bottom |[(72, 1)]|
bound |[(57, 1)]|
bp |[(57, 1)]|
brand |[(70, 1)]|
bredenstein |[(65, 1)]|
brees |[(65, 1)]|
bridg |[(64, 1)]|
british |[(64, 1)]|
brows |[(65, 1)]|
bruce |[(55, 1)]|
bser |[(55, 1)]|
builder |[(57, 1)]|
buoy |[(61, 1)]|
bushi |[(70, 1)]|
busi |[(57, 1)]|
but |[(70, 1)]|
by |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
byron |[(65, 1)]|
c |[(55, 1), (57, 1), (62, 1), (67, 1), (70, 1), (72, 1)]|
c4 |[(57, 1)]|
ca |[(55, 1), (57, 1), (60, 1)]|
california |[(57, 1), (62, 1)]|
call |[(60, 1), (71, 1)]|
camera |[(60, 1)]|
can |[(55, 1), (57, 1), (60, 1), (62, 1), (67, 1), (71, 1)]|
care |[(55, 1)]|
carlo |[(60, 1)]|
casal |[(56, 1)]|
case |[(55, 1), (57, 1), (60, 1), (64, 1), (65, 1)]|
cassotti |[(67, 1)]|
cast |[(61, 1)]|
categor |[(55, 1), (57, 1), (62, 1)]|
caus |[(60, 1), (67, 1)]|
cc |[(71, 1)]|
center |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
cento |[(58, 1), (59, 1), (63, 1), (66, 1), (68, 1), (69, 1)]|
centr |[(67, 1)]|
cern |[(60, 1)]|
certain |[(62, 1)]|
cesar |[(57, 1)]|
ch |[(60, 1)]|
challeng |[(56, 1)]|
chan |[(55, 1)]|
characterist |[(55, 1), (56, 1), (57, 1), (60, 1), (62, 1), (67, 1), (71, 1)]|
charg |[(60, 1)]|
charl |[(55, 1)]|
charley |[(57, 1)]|
chawla |[(62, 1)]|
chdomain |[(63, 1)]|
chemic |[(67, 1)]|
chemometr |[(67, 1)]|
chen |[(57, 1)]|
cheng |[(57, 1)]|
cherenkov |[(60, 1)]|
chess |[(64, 1)]|
chest |[(56, 1)]|
chih |[(57, 1), (62, 1)]|
chilingarian |[(60, 1)]|
chines |[(55, 1)]|
choic |[(62, 1)]|
choon |[(57, 1)]|
choos |[(65, 1)]|
choral |[(70, 1)]|
chotirat |[(57, 1)]|
chudova |[(65, 1)]|
chul |[(57, 1)]|
chun |[(57, 1)]|
chung |[(57, 1)]|
ciirc |[(71, 1)]|
citat |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
cite |[(55, 1), (57, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (72, 1)]|
class |[(55, 1), (57, 1), (60, 1), (65, 1), (70, 1)]|
classif |[(55, 1), (56, 1), (57, 1), (60, 1), (62, 1), (64, 1), (65, 1), (70, 1), (71, 1)]|
classifi |[(55, 1), (57, 1), (60, 1), (62, 1), (64, 1), (65, 1), (70, 1)]|
claud |[(55, 1), (70, 1)]|
clausal |[(70, 1)]|
clear |[(57, 1)]|
cluster |[(56, 1), (60, 1), (71, 1)]|
cml |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
cmu |[(62, 1)]|
cnr |[(57, 1)]|
cochlear_ag |[(55, 1)]|
cochlear_age_and_nois |[(55, 1)]|
cochlear_age_plus_poss_menier |[(55, 1)]|
cochlear_noise_and_hered |[(55, 1)]|
cochlear_poss_nois |[(55, 1)]|
cochlear_unknown |[(55, 1)]|
code |[(55, 1), (60, 1)]|
codifi |[(56, 1)]|
cognit |[(62, 1)]|
coil |[(62, 1)]|
coli |[(57, 1)]|
colic |[(64, 1)]|
collabor |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
collect |[(56, 1), (60, 1), (62, 1)]|
colleg |[(55, 1), (57, 1)]|
colorado |[(57, 1)]|
columbia |[(57, 1), (62, 1), (64, 1)]|
com |[(71, 1)]|
combin |[(57, 1)]|
comment |[(57, 1)]|
commerci |[(62, 1)]|
compar |[(57, 1), (65, 1), (70, 1)]|
comparison |[(57, 1), (60, 1)]|
complet |[(55, 1)]|
compon |[(60, 1)]|
composit |[(57, 1)]|
compris |[(67, 1)]|
compstat |[(60, 1)]|
comput |[(55, 1), (56, 1), (57, 1), (60, 1), (62, 1), (64, 1), (70, 1), (71, 1)]|
concentr |[(67, 1)]|
concept |[(55, 1), (70, 1), (72, 1)]|
condit |[(55, 1), (70, 1)]|
conductive_discontinu |[(55, 1)]|
conductive_fix |[(55, 1)]|
confer |[(55, 1), (57, 1), (62, 1)]|
confid |[(60, 1)]|
conflict |[(55, 1)]|
connect |[(67, 1), (70, 1), (71, 1)]|
connectionist |[(62, 1)]|
consist |[(60, 1), (71, 1)]|
consonni |[(67, 1)]|
constant |[(70, 1)]|
constitut |[(67, 1)]|
construct |[(55, 1), (57, 1)]|
contact |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
contain |[(56, 1), (61, 1), (62, 1), (64, 1), (67, 1), (71, 1)]|
content |[(60, 1)]|
context |[(55, 1), (57, 1), (61, 1), (62, 1), (64, 1), (65, 1), (70, 1), (72, 1)]|
continu |[(60, 1)]|
contribut |[(62, 1)]|
convent |[(65, 1), (70, 1)]|
convert |[(55, 1)]|
copernicu |[(57, 1)]|
copyright |[(62, 1)]|
corr |[(55, 1), (57, 1)]|
correct |[(55, 1)]|
correl |[(55, 1), (57, 1), (60, 1)]|
corsika |[(60, 1)]|
cosmic |[(60, 1)]|
cost |[(59, 1)]|
cours |[(71, 1)]|
cover |[(65, 1)]|
cr |[(60, 1)]|
creat |[(62, 1), (65, 1)]|
creation |[(57, 1)]|
creator |[(57, 1)]|
credit |[(55, 1), (57, 1), (64, 1)]|
cs |[(55, 1), (57, 1), (60, 1)]|
csai |[(55, 1)]|
cslg |[(55, 1), (57, 1)]|
csv |[(56, 1), (71, 1)]|
ctu |[(71, 1)]|
cuc |[(57, 1), (62, 1)]|
curv |[(60, 1), (72, 1)]|
custom |[(70, 1)]|
cvcrd09 |[(56, 1)]|
cylind |[(70, 1)]|
cz |[(60, 1), (71, 1)]|
czech |[(60, 1)]|
d |[(55, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (67, 1), (71, 1)]|
dan |[(57, 1), (64, 1)]|
daphn |[(57, 1)]|
daphnia |[(67, 1)]|
darrel |[(57, 1)]|
darya |[(65, 1)]|
data |[(55, 1), (56, 1), (57, 1), (58, 1), (59, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (66, 1), (67, 1), (69, 1), (70, 1), (71, 1), (72, 1)]|
databas |[(55, 1), (58, 1), (59, 1), (63, 1), (65, 1), (66, 1), (68, 1), (69, 1)]|
dataset |[(56, 1), (57, 1), (61, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
date |[(55, 1), (56, 1), (57, 1), (60, 1), (62, 1), (67, 1), (71, 1)]|
david |[(55, 1), (57, 1), (62, 1), (67, 1), (72, 1)]|
de |[(55, 1), (57, 1), (60, 1)]|
deakin |[(55, 1)]|
death |[(67, 1)]|
decis |[(55, 1), (57, 1), (60, 1), (62, 1), (64, 1)]|
decomposit |[(57, 1)]|
defin |[(60, 1)]|
deg |[(60, 1)]|
degli |[(67, 1)]|
degrad |[(55, 1)]|
deigo |[(62, 1)]|
dell |[(57, 1)]|
denni |[(61, 1)]|
depart |[(55, 1), (57, 1), (62, 1), (64, 1), (65, 1)]|
depend |[(60, 1)]|
deposit |[(60, 1)]|
dept |[(57, 1)]|
depur |[(64, 1)]|
der |[(55, 1)]|
derek |[(64, 1)]|
deriv |[(57, 1)]|
describ |[(60, 1), (64, 1)]|
descript |[(55, 1), (56, 1), (57, 1), (60, 1), (62, 1), (64, 1), (67, 1), (71, 1)]|
descriptor |[(67, 1)]|
deshpand |[(57, 1), (62, 1)]|
detail |[(57, 1), (61, 1), (64, 1), (67, 1)]|
detector |[(60, 1)]|
develop |[(57, 1), (60, 1), (62, 1), (67, 1)]|
devic |[(56, 1)]|
di |[(57, 1), (59, 1)]|
dietterich |[(55, 1)]|
differ |[(60, 1), (64, 1)]|
dimension |[(61, 1)]|
dimensionalityreduct |[(57, 1)]|
dimitrio |[(57, 1)]|
dipartimento |[(57, 1)]|
direct |[(60, 1)]|
directori |[(55, 1), (58, 1), (59, 1), (63, 1), (66, 1), (68, 1), (69, 1)]|
discoveri |[(57, 1), (70, 1)]|
discret |[(55, 1)]|
discrimin |[(60, 1)]|
diseas |[(59, 1)]|
disi |[(57, 1)]|
dissert |[(55, 1)]|
distal |[(55, 1)]|
distanc |[(55, 1), (57, 1), (60, 1)]|
distinct |[(62, 1)]|
distribut |[(55, 1), (57, 1), (60, 1), (62, 1)]|
divers |[(55, 1)]|
dmitri |[(65, 1)]|
dna |[(57, 1)]|
doctor |[(55, 1), (57, 1)]|
doe |[(64, 1)]|
doi |[(67, 1)]|
doktor |[(55, 1)]|
dom |[(65, 1)]|
domain |[(57, 1), (62, 1), (63, 1), (64, 1), (65, 1), (68, 1)]|
domingo |[(55, 1)]|
donat |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
done |[(62, 1)]|
donor |[(55, 1), (57, 1), (60, 1)]|
dow |[(62, 1)]|
down |[(60, 1)]|
download |[(55, 1), (56, 1), (57, 1), (60, 1), (62, 1), (67, 1), (71, 1)]|
duplic |[(64, 1)]|
durat |[(67, 1), (70, 1)]|
dvorak |[(60, 1)]|
dynam |[(57, 1), (62, 1)]|
e |[(55, 1), (57, 1), (60, 1), (61, 1), (64, 1)]|
each |[(55, 1), (56, 1), (57, 1), (62, 1)]|
earn |[(65, 1)]|
echocardiogram |[(64, 1), (70, 1)]|
ecml |[(57, 1)]|
ed |[(60, 1)]|
edit |[(64, 1)]|
edu |[(55, 1), (57, 1), (58, 1), (59, 1), (63, 1), (65, 1), (66, 1), (68, 1), (69, 1)]|
effici |[(55, 1)]|
eightgraph |[(63, 1)]|
eighth |[(57, 1)]|
eightpuzzl |[(63, 1)]|
ein |[(55, 1)]|
el |[(61, 1)]|
electr |[(57, 1), (70, 1)]|
electromagnet |[(60, 1)]|
electron |[(57, 1)]|
elev |[(55, 1)]|
ellips |[(60, 1)]|
elong |[(60, 1)]|
emit |[(60, 1)]|
empir |[(55, 1), (57, 1)]|
end |[(57, 1)]|
energi |[(60, 1)]|
eng |[(57, 1)]|
engin |[(55, 1), (57, 1), (62, 1), (70, 1)]|
ensembl |[(55, 1), (57, 1), (64, 1), (65, 1)]|
entrop |[(70, 1)]|
entropi |[(70, 1)]|
environ |[(71, 1)]|
epoch |[(64, 1)]|
equat |[(58, 1)]|
equatori |[(61, 1)]|
equidens |[(60, 1)]|
erin |[(65, 1)]|
erlangung |[(55, 1)]|
error |[(55, 1), (57, 1), (62, 1), (65, 1), (72, 1)]|
esar |[(57, 1)]|
eschrich |[(62, 1)]|
estim |[(57, 1), (70, 1)]|
et |[(60, 1), (65, 1)]|
euthyroid |[(59, 1)]|
evalu |[(57, 1), (62, 1), (64, 1), (70, 1)]|
event |[(60, 1)]|
examin |[(65, 1)]|
exampl |[(55, 1), (57, 1), (61, 1), (65, 1), (71, 1)]|
except |[(55, 1)]|
exemplar |[(55, 1)]|
expand |[(55, 1), (66, 1), (70, 1)]|
experi |[(60, 1), (65, 1)]|
experiment |[(60, 1), (61, 1), (67, 1), (70, 1)]|
explor |[(61, 1), (70, 1)]|
extend |[(55, 1), (70, 1)]|
extens |[(60, 1)]|
extent |[(60, 1), (65, 1)]|
extract |[(57, 1)]|
f |[(55, 1), (60, 1), (61, 1), (70, 1)]|
factori |[(70, 1)]|
fall |[(55, 1)]|
falpha |[(60, 1)]|
fals |[(55, 1)]|
fast |[(57, 1)]|
faster |[(55, 1)]|
fasym |[(60, 1)]|
fathead |[(67, 1)]|
fawcett |[(57, 1)]|
fconc |[(60, 1)]|
fconc1 |[(60, 1)]|
fdist |[(60, 1)]|
featur |[(55, 1), (57, 1), (64, 1), (65, 1)]|
februari |[(71, 1)]|
few |[(60, 1), (64, 1)]|
field |[(57, 1)]|
figur |[(64, 1), (72, 1)]|
file |[(55, 1), (56, 1), (65, 1), (71, 1)]|
fill |[(57, 1)]|
filter |[(57, 1)]|
find |[(64, 1)]|
fip |[(58, 1), (59, 1), (63, 1), (66, 1), (68, 1), (69, 1)]|
fish |[(67, 1)]|
five |[(64, 1)]|
fix |[(64, 1)]|
flag |[(72, 1)]|
flair |[(55, 1), (57, 1)]|
flength |[(60, 1)]|
fm3long |[(60, 1)]|
fm3tran |[(60, 1)]|
folder |[(55, 1), (56, 1), (57, 1), (60, 1), (62, 1), (67, 1), (71, 1)]|
follow |[(55, 1), (56, 1), (57, 1), (60, 1), (65, 1), (67, 1), (70, 1)]|
for |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (64, 1), (65, 1), (67, 1), (70, 1), (71, 1), (72, 1)]|
forecast |[(55, 1)]|
forest |[(60, 1), (65, 1)]|
form |[(55, 1)]|
format |[(56, 1), (57, 1)]|
forschungszentrum |[(60, 1)]|
foster |[(57, 1)]|
found |[(67, 1), (71, 1)]|
fragment |[(67, 1)]|
frame |[(70, 1)]|
framework |[(70, 1)]|
fre |[(57, 1)]|
frequenc |[(56, 1)]|
friedman |[(55, 1), (64, 1)]|
friendli |[(57, 1)]|
from |[(55, 1), (56, 1), (57, 1), (60, 1), (61, 1), (62, 1), (65, 1), (70, 1)]|
fsize |[(60, 1)]|
ftp |[(65, 1)]|
full |[(65, 1)]|
fulli |[(70, 1)]|
function |[(57, 1), (64, 1), (68, 1)]|
funnel |[(70, 1)]|
further |[(60, 1), (70, 1)]|
fwidth |[(60, 1)]|
fzka |[(60, 1)]|
g |[(55, 1), (57, 1), (60, 1)]|
ga |[(67, 1)]|
gabor |[(64, 1)]|
galway |[(57, 1)]|
gamma |[(60, 1)]|
gats1p |[(67, 1)]|
gatsbi |[(57, 1)]|
gaug |[(60, 1)]|
gaussian |[(60, 1), (70, 1)]|
geamsakul |[(57, 1)]|
gecco |[(57, 1)]|
gene |[(57, 1)]|
gener |[(55, 1), (60, 1), (62, 1), (70, 1), (72, 1)]|
genet |[(55, 1), (57, 1)]|
geoffrey |[(55, 1)]|
